treatment,datelist,lightlist,animal,fra,len
FR,0402_c1v1,im,4,623,78
FR,0402_c1v1,im,4,648,23
FR,0402_c1v1,im,4,1106,5
FR,0402_c1v1,im,4,1124,7
FR,0402_c1v1,im,4,1180,5
FR,0402_c1v1,im,4,1271,12
FR,0402_c1v1,im,4,1280,7
FR,0402_c1v1,im,4,1349,7
FR,0402_c1v1,im,4,1406,6
FR,0402_c1v1,im,4,1433,11
FR,0402_c1v1,im,4,1830,32
FR,0402_c1v1,im,4,1850,7
FR,0402_c1v1,im,4,1864,5
FR,0402_c1v1,im,4,2542,7
FR,0402_c1v1,im,4,2738,8
FR,0402_c1v1,im,4,2873,9
FR,0402_c1v1,im,4,3541,11
FR,0402_c1v1,im,4,3597,6
FR,0402_c1v1,im,4,4216,12
FR,0402_c1v1,im,5,1951,5
FR,0402_c1v1,im,5,2548,15
FR,0402_c1v1,im,5,3249,6
FR,0402_c1v1,im,5,3414,17
FR,0402_c1v1,im,5,3445,23
FR,0402_c1v1,im,5,3460,8
FR,0402_c1v1,im,5,3483,6
FR,0402_c1v1,im,5,3501,10
FR,0402_c1v1,im,5,3539,15
FR,0402_c1v1,im,5,3571,6
FR,0402_c1v1,im,5,3585,7
FR,0402_c1v1,im,5,3602,6
FR,0402_c1v1,im,5,4005,15
FR,0402_c1v1,im,5,4053,15
FR,0402_c1v1,im,5,4072,10
FR,0402_c1v1,im,5,4109,9
FR,0402_c1v1,im,5,4188,5
FR,0402_c1v1,im,6,646,5
FR,0402_c1v1,im,6,1406,11
FR,0402_c1v1,im,6,1806,16
FR,0402_c1v1,im,6,1911,16
FR,0402_c1v1,im,6,1991,23
FR,0402_c1v1,im,6,2017,17
FR,0402_c1v1,im,6,2026,5
FR,0402_c1v1,im,6,2063,5
FR,0402_c1v1,im,6,2076,8
FR,0402_c1v1,im,6,2555,6
FR,0402_c1v1,im,6,2571,14
FR,0402_c1v1,im,6,2580,5
FR,0402_c1v1,im,6,2606,6
FR,0402_c1v1,im,6,2638,6
FR,0402_c1v1,im,6,2645,5
FR,0402_c1v1,im,6,2657,9
FR,0402_c1v1,im,6,2716,5
FR,0402_c1v1,im,6,3265,10
FR,0402_c1v1,im,6,3335,7
FR,0402_c1v1,im,6,3348,8
FR,0402_c1v1,im,6,3396,20
FR,0402_c1v1,im,6,3493,38
FR,0402_c1v1,im,6,3588,6
FR,0402_c1v1,im,6,4144,14
FR,0402_c1v1,im,6,4170,6
FR,0402_c1v1,im,6,4205,13
FR,0402_c1v1,im,6,4237,5
FR,0402_c1v1,im,6,4248,7
FR,0402_c1v1,im,6,4284,28
FR,0402_c1v1,im,6,4308,5
FR,0402_c1v1,im,6,4328,12
FR,0402_c1v1,im,7,371,14
FR,0402_c1v1,im,7,384,6
FR,0402_c1v1,im,7,400,5
FR,0402_c1v1,im,7,411,6
FR,0402_c1v1,im,7,728,12
FR,0402_c1v1,im,7,1087,7
FR,0402_c1v1,im,7,1110,7
FR,0402_c1v1,im,7,1125,11
FR,0402_c1v1,im,7,1840,53
FR,0402_c1v1,im,7,1853,7
FR,0402_c1v1,im,7,1887,32
FR,0402_c1v1,im,7,1904,7
FR,0402_c1v1,im,7,1941,17
FR,0402_c1v1,im,7,1954,5
FR,0402_c1v1,im,7,1986,18
FR,0402_c1v1,im,7,2026,15
FR,0402_c1v1,im,7,2531,9
FR,0402_c1v1,im,7,2566,14
FR,0402_c1v1,im,7,2600,9
FR,0402_c1v1,im,7,2621,6
FR,0402_c1v1,im,7,3256,8
FR,0402_c1v1,im,7,3285,6
FR,0402_c1v1,im,7,3305,5
FR,0402_c1v1,im,7,3333,26
FR,0402_c1v1,im,7,3351,16
FR,0402_c1v1,im,7,3366,9
FR,0402_c1v1,im,7,3380,6
FR,0402_c1v1,im,7,3391,9
FR,0402_c1v1,im,7,3417,10
FR,0402_c1v1,im,7,3425,6
FR,0402_c1v1,im,7,3436,9
FR,0402_c1v1,im,7,3449,7
FR,0402_c1v1,im,7,3463,6
FR,0402_c1v1,im,7,3478,5
FR,0402_c1v1,im,7,3492,12
FR,0402_c1v1,im,7,3502,8
FR,0402_c1v1,im,7,3535,15
FR,0402_c1v1,im,7,3558,16
FR,0402_c1v1,im,7,3591,31
FR,0402_c1v1,im,7,3620,24
FR,0402_c1v1,im,7,4033,17
FR,0402_c1v1,im,8,753,64
FR,0402_c1v1,im,8,1300,11
FR,0402_c1v1,im,8,2645,17
FR,0402_c1v1,im,8,2818,12
FR,0402_c1v1,im,8,2827,5
FR,0402_c1v1,im,8,3270,18
FR,0402_c1v1,im,8,3289,7
FR,0402_c1v1,im,8,3325,7
FR,0402_c1v1,im,8,3340,5
FR,0402_c1v1,im,8,3350,6
FR,0402_c1v1,im,8,3391,6
FR,0402_c1v1,im,8,3603,5
FR,0402_c1v1,im,8,4000,9
FR,0402_c1v1,im,8,4180,5
FR,0402_c1v1,im,8,4192,6
FR,0402_c1v1,im,8,4311,7
FR,0402_c1v1,im,9,1369,15
FR,0402_c1v1,im,9,1842,18
FR,0402_c1v1,im,9,3248,7
FR,0402_c1v1,im,9,3269,5
FR,0402_c1v1,im,9,3281,7
FR,0402_c1v1,im,9,3310,14
FR,0402_c1v1,im,9,3350,15
FR,0402_c1v1,im,9,3363,8
FR,0402_c1v1,im,9,3370,5
FR,0402_c1v1,im,9,3438,6
FR,0402_c1v1,im,9,3467,13
FR,0402_c1v1,im,9,3476,5
FR,0402_c1v1,im,9,3520,8
FR,0402_c1v1,im,9,3536,6
FR,0402_c1v1,im,9,3556,10
FR,0402_c1v1,im,9,4104,9
FR,0402_c1v1,im,9,4206,9
FR,0402_c1v1,im,9,4222,5
Fx,0402_c1v2,FF,1,23,7
Fx,0402_c1v2,FF,1,39,10
Fx,0402_c1v2,FF,1,60,16
Fx,0402_c1v2,FF,1,83,10
Fx,0402_c1v2,FF,1,98,6
Fx,0402_c1v2,FF,1,112,5
Fx,0402_c1v2,FF,1,143,10
Fx,0402_c1v2,FF,1,167,14
Fx,0402_c1v2,FF,1,345,12
Fx,0402_c1v2,FF,1,773,8
Fx,0402_c1v2,FF,1,807,17
Fx,0402_c1v2,FF,1,914,9
Fx,0402_c1v2,FF,1,1014,12
Fx,0402_c1v2,FF,1,1056,8
Fx,0402_c1v2,FF,1,1067,7
Fx,0402_c1v2,FF,1,1453,7
Fx,0402_c1v2,FF,1,1474,8
Fx,0402_c1v2,FF,1,1501,14
Fx,0402_c1v2,FF,1,1518,6
Fx,0402_c1v2,FF,1,1543,20
Fx,0402_c1v2,FF,1,1558,13
Fx,0402_c1v2,FF,1,1575,14
Fx,0402_c1v2,FF,1,1590,5
Fx,0402_c1v2,FF,1,1622,7
Fx,0402_c1v2,FF,1,1648,24
Fx,0402_c1v2,FF,1,1667,7
Fx,0402_c1v2,FF,1,2390,8
Fx,0402_c1v2,FF,1,2399,5
Fx,0402_c1v2,FF,1,2442,7
Fx,0402_c1v2,FF,1,2462,5
Fx,0402_c1v2,FF,1,2472,7
Fx,0402_c1v2,FF,1,2497,17
Fx,0402_c1v2,FF,1,2509,8
Fx,0402_c1v2,FF,1,2907,12
Fx,0402_c1v2,FF,1,2924,7
Fx,0402_c1v2,FF,1,3049,8
Fx,0402_c1v2,FF,1,3067,12
Fx,0402_c1v2,FF,1,3153,7
Fx,0402_c1v2,FF,1,3178,11
Fx,0402_c1v2,FF,1,3187,7
Fx,0402_c1v2,FF,1,3239,43
Fx,0402_c1v2,FF,1,3674,12
Fx,0402_c1v2,FF,1,3690,13
Fx,0402_c1v2,FF,1,3745,19
Fx,0402_c1v2,FF,1,3835,27
Fx,0402_c1v2,FF,1,3862,6
Fx,0402_c1v2,FF,1,3873,7
Fx,0402_c1v2,FF,1,3910,16
Fx,0402_c1v2,FF,1,3954,31
Fx,0402_c1v2,FF,1,4432,6
Fx,0402_c1v2,FF,1,4529,23
Fx,0402_c1v2,FF,1,4634,6
Fx,0402_c1v2,FF,3,130,9
Fx,0402_c1v2,FF,3,1063,5
Fx,0402_c1v2,FF,3,2298,6
Fx,0402_c1v2,FF,3,2433,5
Fx,0402_c1v2,FF,3,2441,6
Fx,0402_c1v2,FF,3,2472,6
Fx,0402_c1v2,FF,3,2896,5
Fx,0402_c1v2,FF,3,2908,10
Fx,0402_c1v2,FF,3,2919,8
Fx,0402_c1v2,FF,3,2947,13
Fx,0402_c1v2,FF,3,2974,13
Fx,0402_c1v2,FF,3,3012,9
Fx,0402_c1v2,FF,3,3024,5
Fx,0402_c1v2,FF,3,3035,6
Fx,0402_c1v2,FF,3,3056,11
Fx,0402_c1v2,FF,3,3098,21
Fx,0402_c1v2,FF,3,3106,6
Fx,0402_c1v2,FF,3,3137,19
Fx,0402_c1v2,FF,3,3159,9
Fx,0402_c1v2,FF,3,3173,10
Fx,0402_c1v2,FF,3,3606,7
Fx,0402_c1v2,FF,3,3642,5
Fx,0402_c1v2,FF,3,3667,19
Fx,0402_c1v2,FF,3,3698,6
Fx,0402_c1v2,FF,3,3715,15
Fx,0402_c1v2,FF,3,3728,7
Fx,0402_c1v2,FF,3,3766,10
Fx,0402_c1v2,FF,3,3773,5
Fx,0402_c1v2,FF,3,3793,9
Fx,0402_c1v2,FF,3,3853,10
Fx,0402_c1v2,FF,3,3903,6
Fx,0402_c1v2,FF,3,3923,11
Fx,0402_c1v2,FF,3,3934,5
Fx,0402_c1v2,FF,3,3949,6
Fx,0402_c1v2,FF,3,3960,9
Fx,0402_c1v2,FF,4,149,28
Fx,0402_c1v2,FF,4,176,6
Fx,0402_c1v2,FF,4,2927,6
Fx,0402_c1v2,FF,4,2937,8
Fx,0402_c1v2,FF,4,3014,7
Fx,0402_c1v2,FF,4,4339,6
Fx,0402_c1v2,FF,5,16,15
Fx,0402_c1v2,FF,5,37,19
Fx,0402_c1v2,FF,5,45,6
Fx,0402_c1v2,FF,5,105,5
Fx,0402_c1v2,FF,5,129,5
Fx,0402_c1v2,FF,5,138,6
Fx,0402_c1v2,FF,5,180,5
Fx,0402_c1v2,FF,5,296,5
Fx,0402_c1v2,FF,5,753,14
Fx,0402_c1v2,FF,5,765,7
Fx,0402_c1v2,FF,5,834,10
Fx,0402_c1v2,FF,5,874,7
Fx,0402_c1v2,FF,5,926,5
Fx,0402_c1v2,FF,5,1045,6
Fx,0402_c1v2,FF,5,1564,24
Fx,0402_c1v2,FF,5,1612,17
Fx,0402_c1v2,FF,5,1636,15
Fx,0402_c1v2,FF,5,1659,7
Fx,0402_c1v2,FF,5,2192,12
Fx,0402_c1v2,FF,5,2978,6
Fx,0402_c1v2,FF,5,3051,7
Fx,0402_c1v2,FF,5,3079,5
Fx,0402_c1v2,FF,5,3100,16
Fx,0402_c1v2,FF,5,3642,6
Fx,0402_c1v2,FF,5,3897,5
Fx,0402_c1v2,FF,5,4371,21
Fx,0402_c1v2,FF,5,4618,7
Fx,0402_c1v2,FF,5,4642,7
Fx,0402_c1v2,FF,6,159,41
Fx,0402_c1v2,FF,6,311,9
Fx,0402_c1v2,FF,6,1505,6
Fx,0402_c1v2,FF,6,1564,5
Fx,0402_c1v2,FF,6,1703,7
Fx,0402_c1v2,FF,6,1754,20
Fx,0402_c1v2,FF,6,2188,13
Fx,0402_c1v2,FF,6,2211,6
Fx,0402_c1v2,FF,6,2253,10
Fx,0402_c1v2,FF,6,2265,10
Fx,0402_c1v2,FF,6,2287,5
Fx,0402_c1v2,FF,6,2302,5
Fx,0402_c1v2,FF,6,2331,14
Fx,0402_c1v2,FF,6,2355,7
Fx,0402_c1v2,FF,6,2422,5
Fx,0402_c1v2,FF,6,2431,7
Fx,0402_c1v2,FF,6,2518,8
Fx,0402_c1v2,FF,7,797,11
Fx,0402_c1v2,FF,7,941,13
Fx,0402_c1v2,FF,7,1010,5
Fx,0402_c1v2,FF,7,1454,7
Fx,0402_c1v2,FF,7,1508,19
Fx,0402_c1v2,FF,7,1532,8
Fx,0402_c1v2,FF,7,1569,8
Fx,0402_c1v2,FF,7,1599,12
Fx,0402_c1v2,FF,7,1639,12
Fx,0402_c1v2,FF,7,1669,14
Fx,0402_c1v2,FF,7,1722,14
Fx,0402_c1v2,FF,7,1759,6
Fx,0402_c1v2,FF,7,2968,9
Fx,0402_c1v2,FF,7,2982,8
Fx,0402_c1v2,FF,7,3052,8
Fx,0402_c1v2,FF,7,3087,9
Fx,0402_c1v2,FF,7,3136,5
Fx,0402_c1v2,FF,7,3209,5
Fx,0402_c1v2,FF,7,3624,6
Fx,0402_c1v2,FF,7,3706,5
Fx,0402_c1v2,FF,7,4413,14
Fx,0402_c1v2,FF,7,4422,6
Fx,0402_c1v2,FF,7,4456,23
Fx,0402_c1v2,FF,7,4476,9
Fx,0402_c1v2,FF,7,4487,5
Fx,0402_c1v2,im,1,381,11
Fx,0402_c1v2,im,1,394,11
Fx,0402_c1v2,im,1,439,5
Fx,0402_c1v2,im,1,507,6
Fx,0402_c1v2,im,1,535,9
Fx,0402_c1v2,im,1,1089,6
Fx,0402_c1v2,im,1,1179,8
Fx,0402_c1v2,im,1,1199,9
Fx,0402_c1v2,im,1,1219,9
Fx,0402_c1v2,im,1,1248,9
Fx,0402_c1v2,im,1,1375,10
Fx,0402_c1v2,im,1,1404,13
Fx,0402_c1v2,im,1,1416,6
Fx,0402_c1v2,im,1,1436,6
Fx,0402_c1v2,im,1,1983,20
Fx,0402_c1v2,im,1,2531,8
Fx,0402_c1v2,im,1,2552,10
Fx,0402_c1v2,im,1,2584,12
Fx,0402_c1v2,im,1,2614,16
Fx,0402_c1v2,im,1,2628,12
Fx,0402_c1v2,im,1,2642,12
Fx,0402_c1v2,im,1,2659,8
Fx,0402_c1v2,im,1,2669,5
Fx,0402_c1v2,im,1,2701,30
Fx,0402_c1v2,im,1,2743,34
Fx,0402_c1v2,im,1,2751,6
Fx,0402_c1v2,im,1,2761,7
Fx,0402_c1v2,im,1,2782,11
Fx,0402_c1v2,im,1,2793,5
Fx,0402_c1v2,im,1,2821,19
Fx,0402_c1v2,im,1,2876,53
Fx,0402_c1v2,im,1,2887,9
Fx,0402_c1v2,im,1,3260,12
Fx,0402_c1v2,im,1,3496,9
Fx,0402_c1v2,im,1,3530,5
Fx,0402_c1v2,im,1,3971,6
Fx,0402_c1v2,im,1,4003,10
Fx,0402_c1v2,im,1,4031,9
Fx,0402_c1v2,im,1,4046,5
Fx,0402_c1v2,im,1,4066,6
Fx,0402_c1v2,im,1,4101,9
Fx,0402_c1v2,im,1,4262,5
Fx,0402_c1v2,im,3,1201,5
Fx,0402_c1v2,im,3,2557,6
Fx,0402_c1v2,im,3,2598,7
Fx,0402_c1v2,im,3,2634,22
Fx,0402_c1v2,im,3,2648,9
Fx,0402_c1v2,im,3,2657,6
Fx,0402_c1v2,im,3,2669,5
Fx,0402_c1v2,im,3,2685,11
Fx,0402_c1v2,im,3,2700,13
Fx,0402_c1v2,im,3,2711,5
Fx,0402_c1v2,im,3,2723,5
Fx,0402_c1v2,im,3,2735,5
Fx,0402_c1v2,im,3,2745,7
Fx,0402_c1v2,im,3,2819,9
Fx,0402_c1v2,im,3,2878,9
Fx,0402_c1v2,im,3,3384,146
Fx,0402_c1v2,im,3,3412,5
Fx,0402_c1v2,im,3,3421,6
Fx,0402_c1v2,im,3,3451,9
Fx,0402_c1v2,im,3,3478,5
Fx,0402_c1v2,im,3,3519,29
Fx,0402_c1v2,im,3,3536,11
Fx,0402_c1v2,im,3,3578,9
Fx,0402_c1v2,im,3,3595,8
Fx,0402_c1v2,im,3,4033,6
Fx,0402_c1v2,im,3,4046,9
Fx,0402_c1v2,im,3,4077,6
Fx,0402_c1v2,im,4,536,5
Fx,0402_c1v2,im,4,1848,5
Fx,0402_c1v2,im,4,2140,5
Fx,0402_c1v2,im,4,2576,5
Fx,0402_c1v2,im,4,2858,14
Fx,0402_c1v2,im,4,4207,5
Fx,0402_c1v2,im,4,4239,7
Fx,0402_c1v2,im,4,4270,7
Fx,0402_c1v2,im,5,405,5
Fx,0402_c1v2,im,5,428,10
Fx,0402_c1v2,im,5,440,6
Fx,0402_c1v2,im,5,456,6
Fx,0402_c1v2,im,5,498,5
Fx,0402_c1v2,im,5,508,8
Fx,0402_c1v2,im,5,561,8
Fx,0402_c1v2,im,5,569,6
Fx,0402_c1v2,im,5,585,5
Fx,0402_c1v2,im,5,593,6
Fx,0402_c1v2,im,5,614,11
Fx,0402_c1v2,im,5,644,8
Fx,0402_c1v2,im,5,654,6
Fx,0402_c1v2,im,5,677,21
Fx,0402_c1v2,im,5,707,14
Fx,0402_c1v2,im,5,719,8
Fx,0402_c1v2,im,5,1090,6
Fx,0402_c1v2,im,5,1213,8
Fx,0402_c1v2,im,5,1274,6
Fx,0402_c1v2,im,5,1305,22
Fx,0402_c1v2,im,5,1322,13
Fx,0402_c1v2,im,5,1353,21
Fx,0402_c1v2,im,5,1369,7
Fx,0402_c1v2,im,5,1408,8
Fx,0402_c1v2,im,5,1417,5
Fx,0402_c1v2,im,5,1431,5
Fx,0402_c1v2,im,5,1890,11
Fx,0402_c1v2,im,5,1944,8
Fx,0402_c1v2,im,5,1976,9
Fx,0402_c1v2,im,5,1990,12
Fx,0402_c1v2,im,5,2023,31
Fx,0402_c1v2,im,5,2033,8
Fx,0402_c1v2,im,5,2050,14
Fx,0402_c1v2,im,5,2057,5
Fx,0402_c1v2,im,5,2101,42
Fx,0402_c1v2,im,5,2549,7
Fx,0402_c1v2,im,5,2620,7
Fx,0402_c1v2,im,5,2628,5
Fx,0402_c1v2,im,5,2673,5
Fx,0402_c1v2,im,5,2785,14
Fx,0402_c1v2,im,5,2806,12
Fx,0402_c1v2,im,5,3591,6
Fx,0402_c1v2,im,5,4259,8
Fx,0402_c1v2,im,5,4269,7
Fx,0402_c1v2,im,5,4285,6
Fx,0402_c1v2,im,5,4297,5
Fx,0402_c1v2,im,5,4317,6
Fx,0402_c1v2,im,6,1193,5
Fx,0402_c1v2,im,6,2554,6
Fx,0402_c1v2,im,6,2706,9
Fx,0402_c1v2,im,6,2765,5
Fx,0402_c1v2,im,6,2790,6
Fx,0402_c1v2,im,6,2805,9
Fx,0402_c1v2,im,6,2815,6
Fx,0402_c1v2,im,6,4088,5
Fx,0402_c1v2,im,7,1304,5
Fx,0402_c1v2,im,7,1315,6
Fx,0402_c1v2,im,7,1406,6
Fx,0402_c1v2,im,7,1417,6
Fx,0402_c1v2,im,7,1989,6
Fx,0402_c1v2,im,7,2026,5
Fx,0402_c1v2,im,7,2529,7
Fx,0402_c1v2,im,7,2850,5
Fx,0402_c1v2,im,7,2897,21
Fx,0402_c1v2,im,7,3271,5
Fx,0402_c1v2,im,7,3284,7
Fx,0402_c1v2,im,7,3458,7
Fx,0402_c1v2,im,7,3478,9
Fx,0402_c1v2,im,7,3554,8
Fx,0402_c1v2,im,7,4074,10
Fx,0402_c1v2,im,7,4312,6
xx,0402_c1v3,FF,1,3936,14
xx,0402_c1v3,FF,1,4338,8
xx,0402_c1v3,FF,1,4371,7
xx,0402_c1v3,FF,1,4427,5
xx,0402_c1v3,FF,1,4450,5
xx,0402_c1v3,FF,1,4481,8
xx,0402_c1v3,FF,1,4498,15
xx,0402_c1v3,FF,1,4524,6
xx,0402_c1v3,FF,2,152,6
xx,0402_c1v3,FF,3,251,11
xx,0402_c1v3,FF,3,271,8
xx,0402_c1v3,FF,3,292,18
xx,0402_c1v3,FF,3,897,6
xx,0402_c1v3,FF,3,969,8
xx,0402_c1v3,FF,3,1533,8
xx,0402_c1v3,FF,3,1588,5
xx,0402_c1v3,FF,3,1613,23
xx,0402_c1v3,FF,3,1639,13
xx,0402_c1v3,FF,3,2178,10
xx,0402_c1v3,FF,3,2193,5
xx,0402_c1v3,FF,3,2202,5
xx,0402_c1v3,FF,3,2211,7
xx,0402_c1v3,FF,3,2232,6
xx,0402_c1v3,FF,3,2481,5
xx,0402_c1v3,FF,3,2954,5
xx,0402_c1v3,FF,3,3012,5
xx,0402_c1v3,FF,3,3090,6
xx,0402_c1v3,FF,3,3117,9
xx,0402_c1v3,FF,3,3173,13
xx,0402_c1v3,FF,3,3200,9
xx,0402_c1v3,FF,3,3219,8
xx,0402_c1v3,FF,3,3719,5
xx,0402_c1v3,FF,3,3750,6
xx,0402_c1v3,FF,3,3760,8
xx,0402_c1v3,FF,3,4349,6
xx,0402_c1v3,FF,3,4361,10
xx,0402_c1v3,FF,3,4380,7
xx,0402_c1v3,FF,3,4400,10
xx,0402_c1v3,FF,3,4409,6
xx,0402_c1v3,FF,3,4462,6
xx,0402_c1v3,FF,3,4478,14
xx,0402_c1v3,FF,3,4612,7
xx,0402_c1v3,FF,4,2375,7
xx,0402_c1v3,FF,5,1020,8
xx,0402_c1v3,FF,5,1519,6
xx,0402_c1v3,FF,5,1544,8
xx,0402_c1v3,FF,5,1591,12
xx,0402_c1v3,FF,5,1619,8
xx,0402_c1v3,FF,5,1689,5
xx,0402_c1v3,FF,5,1735,5
xx,0402_c1v3,FF,5,1775,10
xx,0402_c1v3,FF,5,2196,7
xx,0402_c1v3,FF,5,2391,7
xx,0402_c1v3,FF,5,2413,13
xx,0402_c1v3,FF,5,2894,7
xx,0402_c1v3,FF,5,2938,19
xx,0402_c1v3,FF,5,2948,6
xx,0402_c1v3,FF,5,2956,6
xx,0402_c1v3,FF,5,2970,6
xx,0402_c1v3,FF,5,2980,8
xx,0402_c1v3,FF,5,2993,11
xx,0402_c1v3,FF,5,3075,23
xx,0402_c1v3,FF,5,3111,6
xx,0402_c1v3,FF,5,3123,6
xx,0402_c1v3,FF,5,3131,6
xx,0402_c1v3,FF,5,3149,10
xx,0402_c1v3,FF,5,3162,7
xx,0402_c1v3,FF,5,3217,19
xx,0402_c1v3,FF,5,3626,6
xx,0402_c1v3,FF,5,3656,7
xx,0402_c1v3,FF,5,3793,7
xx,0402_c1v3,FF,5,3818,10
xx,0402_c1v3,FF,5,3895,8
xx,0402_c1v3,FF,5,3909,8
xx,0402_c1v3,FF,5,3945,5
xx,0402_c1v3,FF,5,4342,8
xx,0402_c1v3,FF,5,4374,6
xx,0402_c1v3,FF,5,4409,5
xx,0402_c1v3,FF,5,4425,9
xx,0402_c1v3,FF,5,4433,6
xx,0402_c1v3,FF,5,4467,17
xx,0402_c1v3,FF,5,4476,5
xx,0402_c1v3,FF,5,4543,5
xx,0402_c1v3,FF,5,4619,9
xx,0402_c1v3,FF,7,2917,7
xx,0402_c1v3,FF,7,2936,5
xx,0402_c1v3,FF,7,2977,8
xx,0402_c1v3,FF,7,3003,6
xx,0402_c1v3,FF,7,3017,7
xx,0402_c1v3,FF,7,3029,8
xx,0402_c1v3,FF,7,3047,16
xx,0402_c1v3,FF,7,3083,12
xx,0402_c1v3,FF,7,3097,12
xx,0402_c1v3,FF,7,3105,6
xx,0402_c1v3,FF,7,3149,20
xx,0402_c1v3,FF,7,3159,8
xx,0402_c1v3,FF,7,3222,6
xx,0402_c1v3,FF,7,3639,5
xx,0402_c1v3,FF,8,2954,5
xx,0402_c1v3,FF,8,2976,7
xx,0402_c1v3,FF,8,3677,5
xx,0402_c1v3,FF,8,3689,7
xx,0402_c1v3,FF,8,3720,10
xx,0402_c1v3,FF,8,3745,9
xx,0402_c1v3,FF,8,3762,7
xx,0402_c1v3,FF,8,3944,23
xx,0402_c1v3,FF,8,4357,13
xx,0402_c1v3,FF,8,4428,24
xx,0402_c1v3,FF,8,4466,5
xx,0402_c1v3,FF,8,4527,11
xx,0402_c1v3,FF,8,4554,8
xx,0402_c1v3,FF,8,4591,5
xx,0402_c1v3,FF,8,4621,6
xx,0402_c1v3,FF,9,88,15
xx,0402_c1v3,FF,9,97,5
xx,0402_c1v3,FF,9,108,5
xx,0402_c1v3,FF,9,2174,6
xx,0402_c1v3,FF,9,2212,28
xx,0402_c1v3,FF,9,2228,8
xx,0402_c1v3,FF,9,2255,25
xx,0402_c1v3,FF,9,2269,12
xx,0402_c1v3,FF,9,2303,6
xx,0402_c1v3,FF,9,2337,7
xx,0402_c1v3,FF,9,2354,5
xx,0402_c1v3,FF,9,2365,5
xx,0402_c1v3,FF,9,2382,7
xx,0402_c1v3,FF,9,2398,8
xx,0402_c1v3,FF,9,2418,18
xx,0402_c1v3,FF,9,2516,6
xx,0402_c1v3,FF,10,2388,5
xx,0402_c1v3,FF,10,2395,5
xx,0402_c1v3,FF,10,2482,5
xx,0402_c1v3,FF,10,2491,6
xx,0402_c1v3,FF,10,2992,5
xx,0402_c1v3,FF,10,3004,8
xx,0402_c1v3,FF,10,3666,7
xx,0402_c1v3,FF,10,3880,6
xx,0402_c1v3,FF,10,4522,7
xx,0402_c1v3,FF,10,4548,14
xx,0402_c1v3,FF,10,4674,15
xx,0402_c1v3,FF,11,2282,8
xx,0402_c1v3,FF,11,2295,6
xx,0402_c1v3,FF,11,2328,5
xx,0402_c1v3,FF,11,2344,6
xx,0402_c1v3,FF,11,2903,16
xx,0402_c1v3,FF,11,2985,10
xx,0402_c1v3,FF,11,3005,5
xx,0402_c1v3,FF,11,3017,6
xx,0402_c1v3,FF,11,3032,5
xx,0402_c1v3,FF,11,3913,8
xx,0402_c1v3,FF,11,4335,6
xx,0402_c1v3,FF,11,4619,5
xx,0402_c1v3,FF,12,2188,8
xx,0402_c1v3,FF,12,2205,13
xx,0402_c1v3,FF,12,2225,14
xx,0402_c1v3,FF,12,2280,9
xx,0402_c1v3,FF,12,2304,21
xx,0402_c1v3,FF,12,2389,10
xx,0402_c1v3,FF,12,2425,9
xx,0402_c1v3,FF,12,2905,5
xx,0402_c1v3,FF,12,2914,7
xx,0402_c1v3,FF,12,2928,7
xx,0402_c1v3,FF,12,3111,6
xx,0402_c1v3,FF,12,3145,6
xx,0402_c1v3,FF,12,3161,6
xx,0402_c1v3,FF,12,3172,7
xx,0402_c1v3,FF,12,3184,5
xx,0402_c1v3,FF,12,3217,11
xx,0402_c1v3,FF,12,3608,6
xx,0402_c1v3,FF,12,3793,8
xx,0402_c1v3,FF,12,3807,6
xx,0402_c1v3,FF,12,3848,5
xx,0402_c1v3,FF,12,3859,7
xx,0402_c1v3,FF,12,3897,9
xx,0402_c1v3,FF,12,3923,6
xx,0402_c1v3,FF,12,4343,7
xx,0402_c1v3,FF,12,4357,5
xx,0402_c1v3,FF,12,4371,9
xx,0402_c1v3,FF,12,4549,5
xx,0402_c1v3,FF,12,4566,5
xx,0402_c1v3,im,1,3988,18
xx,0402_c1v3,im,1,3995,5
xx,0402_c1v3,im,1,4037,11
xx,0402_c1v3,im,1,4103,7
xx,0402_c1v3,im,1,4133,8
xx,0402_c1v3,im,1,4163,28
xx,0402_c1v3,im,1,4201,13
xx,0402_c1v3,im,1,4270,20
xx,0402_c1v3,im,2,770,70
xx,0402_c1v3,im,3,590,6
xx,0402_c1v3,im,3,1172,5
xx,0402_c1v3,im,3,1205,8
xx,0402_c1v3,im,3,1244,5
xx,0402_c1v3,im,3,1252,5
xx,0402_c1v3,im,3,1259,5
xx,0402_c1v3,im,3,1278,17
xx,0402_c1v3,im,3,1292,12
xx,0402_c1v3,im,3,1331,5
xx,0402_c1v3,im,3,1342,8
xx,0402_c1v3,im,3,1374,24
xx,0402_c1v3,im,3,2106,6
xx,0402_c1v3,im,3,2602,9
xx,0402_c1v3,im,3,2647,10
xx,0402_c1v3,im,3,2676,7
xx,0402_c1v3,im,3,2697,19
xx,0402_c1v3,im,3,2841,7
xx,0402_c1v3,im,3,3253,6
xx,0402_c1v3,im,3,3270,11
xx,0402_c1v3,im,3,3277,5
xx,0402_c1v3,im,3,3314,16
xx,0402_c1v3,im,3,3383,22
xx,0402_c1v3,im,3,3517,15
xx,0402_c1v3,im,3,3530,7
xx,0402_c1v3,im,3,4034,9
xx,0402_c1v3,im,3,4054,5
xx,0402_c1v3,im,3,4097,7
